index,date,status,weekly,cumulative,weeklyrate,cumulativerate
89,200630,AtRisk,5,13,0.01,0.01
91,200630,All,5,13,0,0
92,200630,All,,5,0,0
93,200630,All,16,40,0,0
94,200630,All,34,153,0,0
95,200630,All,5,14,0,0
97,200630,All,5,12,0,0
98,200630,All,19,69,0,0
99,200630,All,230,650,0.02,0.02
99,200630,AtRisk,5,12,0.02,0.02
100,200630,All,39,105,0.13,0.05
100,200630,AtRisk,5,5,0.13,0.05
101,200630,All,161,471,,0.02
101,200630,AtRisk,,8,,0.02
102,200630,All,109,502,0,0
103,200630,All,5,19,,0.26
103,200630,AtRisk,,5,,0.26
104,200630,All,24,66,,0.08
104,200630,AtRisk,,5,,0.08
105,200630,All,109,333,,0.02
105,200630,AtRisk,,5,,0.02
106,200630,All,5,24,0,0
107,200630,All,38,151,,0.03
107,200630,AtRisk,,5,,0.03
109,200630,All,10,62,,0.08
109,200630,AtRisk,,5,,0.08
110,200630,All,12,32,0,0
111,200630,All,15,55,,0.09
111,200630,AtRisk,,5,,0.09
112,200630,All,18,66,0,0
114,200630,All,38,135,,0.04
114,200630,AtRisk,,5,,0.04
115,200630,All,10,45,,0.11
115,200630,AtRisk,,5,,0.11
116,200630,All,6,25,0,0
117,200630,All,19,56,0,0
118,200630,All,,5,0,0
119,200630,All,24,57,0,0
120,200630,All,9,24,0,0
122,200630,All,11,39,0,0
123,200630,All,131,449,0.04,0.06
123,200630,AtRisk,5,25,0.04,0.06
124,200630,All,34,128,0,0
125,200630,All,50,175,,0.03
125,200630,AtRisk,,5,,0.03
126,200630,All,41,143,0,0
127,200630,All,,5,0,0
128,200630,All,22,64,,0.08
128,200630,AtRisk,,5,,0.08
129,200630,All,37,122,0,0
130,200630,All,6,9,0,0
131,200630,All,5,15,,0.33
131,200630,AtRisk,,5,,0.33
132,200630,All,26,111,0.19,0.12
132,200630,AtRisk,5,13,0.19,0.12
134,200630,All,36,87,,0.06
134,200630,AtRisk,,5,,0.06
135,200630,All,6,35,0,0
136,200630,All,9,32,0,0
137,200630,All,10,21,0,0
138,200630,All,20,78,0,0
139,200630,All,5,5,0,0
140,200630,All,5,6,0,0
141,200630,All,9,40,0,0
142,200630,All,103,329,,0.02
142,200630,AtRisk,,5,,0.02
143,200630,All,5,5,0,0
144,200630,All,70,200,,0.03
144,200630,AtRisk,,5,,0.03
146,200630,All,18,46,0,0
148,200630,All,83,298,,0.02
148,200630,AtRisk,,5,,0.02
149,200630,All,60,268,0.08,0.03
149,200630,AtRisk,5,9,0.08,0.03
150,200630,All,28,73,,0.07
150,200630,AtRisk,,5,,0.07
151,200630,All,21,119,,0.13
151,200630,AtRisk,,15,,0.13
152,200630,All,27,64,,0.08
152,200630,AtRisk,,5,,0.08
153,200630,All,5,26,,0.19
153,200630,AtRisk,,5,,0.19
154,200630,All,8,29,,0.17
154,200630,AtRisk,,5,,0.17
155,200630,All,13,37,0,0
158,200630,All,7,28,0,0
159,200630,All,84,146,,0.04
159,200630,AtRisk,,6,,0.04
161,200630,All,26,83,0,0
163,200630,All,27,56,0,0
164,200630,All,58,158,0,0
165,200630,All,5,7,0,0
166,200630,All,13,44,0,0
167,200630,All,5,5,0,0
168,200630,All,5,50,0,0
169,200630,All,24,60,,0.08
169,200630,AtRisk,,5,,0.08
171,200630,All,5,5,0,0
172,200630,All,5,5,0,0
173,200630,All,11,24,0,0
174,200630,All,12,31,,0.16
174,200630,AtRisk,,5,,0.16
175,200630,All,5,17,0,0
176,200630,All,104,332,,0.02
176,200630,AtRisk,,5,,0.02
177,200630,All,293,683,0.02,0.01
177,200630,AtRisk,5,5,0.02,0.01
178,200630,All,19,49,0,0
180,200630,All,102,271,0.05,0.02
180,200630,AtRisk,5,5,0.05,0.02
181,200630,All,10,37,,0.14
181,200630,AtRisk,,5,,0.14
183,200630,All,33,71,,0.07
183,200630,AtRisk,,5,,0.07
184,200630,All,,5,0,0
186,200630,All,21,58,0,0
187,200630,All,8,34,0,0
188,200630,All,45,147,,0.03
188,200630,AtRisk,,5,,0.03
189,200630,All,76,271,0,0
190,200630,All,113,333,,0.02
190,200630,AtRisk,,5,,0.02
191,200630,All,572,1737,0.02,0.02
191,200630,AtRisk,9,36,0.02,0.02
192,200630,All,5,5,0,0
193,200630,All,22,54,,0.09
193,200630,AtRisk,,5,,0.09
194,200630,All,17,51,,0.1
194,200630,AtRisk,,5,,0.1
195,200630,All,18,43,0.28,0.12
195,200630,AtRisk,5,5,0.28,0.12
196,200630,All,5,13,0,0
197,200630,All,14,61,,0.08
197,200630,AtRisk,,5,,0.08
198,200630,All,40,103,,0.06
198,200630,AtRisk,,6,,0.06
199,200630,All,5,7,0,0
200,200630,All,30,119,0,0
201,200630,All,12,47,0,0
202,200630,All,33,104,0.15,0.05
202,200630,AtRisk,5,5,0.15,0.05
203,200630,All,248,785,0.02,0.01
203,200630,AtRisk,5,6,0.02,0.01
204,200630,All,315,1032,0.02,0.02
204,200630,AtRisk,5,18,0.02,0.02
205,200630,All,19,71,,0.07
205,200630,AtRisk,,5,,0.07
206,200630,All,10,50,,0.1
206,200630,AtRisk,,5,,0.1
207,200630,All,20,50,0,0
208,200630,All,22,49,0,0
213,200630,All,5,5,0,0
215,200630,All,19,48,0,0
216,200630,All,628,2103,0.01,0.01
216,200630,AtRisk,5,15,0.01,0.01
217,200630,All,19,47,,0.11
217,200630,AtRisk,,5,,0.11
218,200630,All,252,934,0.02,0.02
218,200630,AtRisk,5,17,0.02,0.02
219,200630,All,5,15,0,0
220,200630,All,8,22,0,0
221,200630,All,39,98,0.13,0.05
221,200630,AtRisk,5,5,0.13,0.05
223,200630,All,6,17,0,0
224,200630,All,5,9,1,0.89
224,200630,AtRisk,5,8,1,0.89
225,200630,All,5,6,0,0
228,200630,All,20,60,0,0
229,200630,All,29,81,0,0
230,200630,All,82,307,,0.02
230,200630,AtRisk,,5,,0.02
231,200630,All,17,89,,0.06
231,200630,AtRisk,,5,,0.06
232,200630,All,34,117,0,0
233,200630,All,6,17,0,0
234,200630,All,586,1589,0.01,0.01
234,200630,AtRisk,5,13,0.01,0.01
235,200630,All,5,17,0,0
236,200630,All,70,226,,0.02
236,200630,AtRisk,,5,,0.02
240,200630,All,,5,0,0
241,200630,All,12,31,0,0
242,200630,All,49,166,0.1,0.03
242,200630,AtRisk,5,5,0.1,0.03
243,200630,All,47,147,,0.03
243,200630,AtRisk,,5,,0.03
244,200630,All,17,60,0,0
245,200630,All,49,135,,0.04
245,200630,AtRisk,,5,,0.04
246,200630,All,164,513,0.03,0.01
246,200630,AtRisk,5,7,0.03,0.01
247,200630,All,20,51,,0.1
247,200630,AtRisk,,5,,0.1
248,200630,All,5,13,0,0
249,200630,All,12,37,0,0
250,200630,All,16,46,0,0
254,200630,All,,5,,1
254,200630,AtRisk,,5,,1
255,200630,All,75,237,,0.02
255,200630,AtRisk,,5,,0.02
256,200630,All,28,130,,0.04
256,200630,AtRisk,,5,,0.04
257,200630,All,165,585,,0.01
257,200630,AtRisk,,8,,0.01
258,200630,All,45,143,,0.03
258,200630,AtRisk,,5,,0.03
259,200630,All,5,6,0,0
260,200630,All,319,825,0.02,0.01
260,200630,AtRisk,5,9,0.02,0.01
261,200630,All,37,131,0,0
262,200630,All,19,67,0,0
263,200630,All,5,33,0,0
266,200630,All,5,5,0,0
267,200630,All,5,8,0,0
268,200630,All,49,246,,0.02
268,200630,AtRisk,,5,,0.02
269,200630,All,109,319,0,0
270,200630,All,119,370,0.04,0.01
270,200630,AtRisk,5,5,0.04,0.01
271,200630,All,106,273,,0.02
271,200630,AtRisk,,5,,0.02
272,200630,All,151,437,,0.01
272,200630,AtRisk,,5,,0.01
273,200630,All,14,32,0,0
274,200630,All,5,5,0,0
275,200630,All,5,5,0,0
279,200630,All,8,15,0,0
280,200630,All,5,11,0,0
281,200630,All,692,2405,0.01,0.01
281,200630,AtRisk,5,34,0.01,0.01
282,200630,All,170,594,0.03,0.01
282,200630,AtRisk,5,5,0.03,0.01
283,200630,All,223,563,0.02,0.01
283,200630,AtRisk,5,7,0.02,0.01
284,200630,All,84,163,,0.03
284,200630,AtRisk,,5,,0.03
285,200630,All,71,190,0.07,0.03
285,200630,AtRisk,5,5,0.07,0.03
286,200630,All,5,8,0,0
287,200630,All,,5,0,0
289,200630,All,,5,0,0
291,200630,All,6,32,0,0
292,200630,All,419,1491,0.02,0.02
292,200630,AtRisk,7,23,0.02,0.02
293,200630,All,202,592,0.02,0.01
293,200630,AtRisk,5,5,0.02,0.01
294,200630,All,359,1008,0.02,0.02
294,200630,AtRisk,6,19,0.02,0.02
295,200630,All,362,784,0.01,0.02
295,200630,AtRisk,5,13,0.01,0.02
296,200630,All,45,88,,0.06
296,200630,AtRisk,,5,,0.06
299,200630,All,,14,0,0
301,200630,All,5,5,0,0
303,200630,All,21,92,0.24,0.05
303,200630,AtRisk,5,5,0.24,0.05
304,200630,All,16,67,,0.07
304,200630,AtRisk,,5,,0.07
305,200630,All,993,3116,0.01,0.01
305,200630,AtRisk,7,40,0.01,0.01
306,200630,All,491,1364,0.01,0.01
306,200630,AtRisk,5,12,0.01,0.01
307,200630,All,264,726,0.02,0.01
307,200630,AtRisk,5,7,0.02,0.01
308,200630,All,30,69,0,0
309,200630,All,9,31,0,0
312,200630,All,5,5,0,0
313,200630,All,,5,0,0
314,200630,All,10,37,,0.14
314,200630,AtRisk,,5,,0.14
316,200630,All,70,346,,0.02
316,200630,AtRisk,,7,,0.02
317,200630,All,199,649,0.03,0.01
317,200630,AtRisk,5,7,0.03,0.01
318,200630,All,652,1964,0.01,0.01
318,200630,AtRisk,5,23,0.01,0.01
319,200630,All,237,720,0.02,0.01
319,200630,AtRisk,5,5,0.02,0.01
320,200630,All,886,2319,0.01,0
320,200630,AtRisk,5,8,0.01,0
321,200630,All,28,78,0,0
322,200630,All,26,57,0,0
325,200630,All,,5,0,0
328,200630,All,55,194,0,0
329,200630,All,993,2909,0.01,0.01
329,200630,AtRisk,11,40,0.01,0.01
330,200630,All,491,1711,0.01,0.01
330,200630,AtRisk,5,24,0.01,0.01
331,200630,All,179,547,,0.01
331,200630,AtRisk,,5,,0.01
332,200630,All,34,116,0,0
333,200630,All,8,19,0,0
334,200630,All,20,37,0,0
338,200630,All,287,847,,0.01
338,200630,AtRisk,,6,,0.01
339,200630,All,1163,3598,0,0.01
339,200630,AtRisk,5,38,0,0.01
340,200630,All,239,814,0.02,0.01
340,200630,AtRisk,5,11,0.02,0.01
341,200630,All,93,244,,0.02
341,200630,AtRisk,,5,,0.02
342,200630,All,14,23,0,0
343,200630,All,5,8,0,0
344,200630,All,5,5,0,0
346,200630,All,455,1083,0.01,0.01
346,200630,AtRisk,5,14,0.01,0.01
347,200630,All,896,3041,0.01,0.01
347,200630,AtRisk,7,21,0.01,0.01
348,200630,All,119,397,0.04,0.01
348,200630,AtRisk,5,5,0.04,0.01
349,200630,All,5,11,0,0
350,200630,All,11,17,0,0
351,200630,All,6,20,0,0
353,200630,All,970,2914,0.01,0.01
353,200630,AtRisk,12,33,0.01,0.01
354,200630,All,240,786,,0.01
354,200630,AtRisk,,5,,0.01
355,200630,All,44,164,0,0
356,200630,All,6,13,0,0
357,200630,All,5,5,0,0
358,200630,All,5,5,0,0
359,200630,All,552,1758,0.01,0.02
359,200630,AtRisk,5,31,0.01,0.02
360,200630,All,28,131,,0.04
360,200630,AtRisk,,5,,0.04
363,200630,All,5,5,0,0
365,200630,All,49,156,0,0
366,200630,All,45,135,,0.04
366,200630,AtRisk,,5,,0.04
367,200630,All,5,11,0,0
370,200630,All,28,98,,0.05
370,200630,AtRisk,,5,,0.05
371,200630,All,73,301,0,0
372,200630,All,15,72,0,0
373,200630,All,,5,0,0
375,200630,All,32,94,,0.05
375,200630,AtRisk,,5,,0.05
376,200630,All,229,818,,0.01
376,200630,AtRisk,,5,,0.01
384,200630,All,20,80,,0.07
384,200630,AtRisk,,6,,0.07
385,200630,All,,6,0,0
386,200630,All,,5,,1
386,200630,AtRisk,,5,,1
388,200630,All,43,185,0,0
399,200630,All,,5,0,0
405,200630,All,,5,0,0
420,200630,All,,5,0,0
421,200630,All,23,88,0,0
424,200630,All,,9,0,0
429,200630,All,5,20,,0.25
429,200630,AtRisk,,5,,0.25
430,200630,All,40,133,,0.04
430,200630,AtRisk,,5,,0.04
431,200630,All,,10,0,0
435,200630,All,17,63,0,0
440,200630,All,5,5,0,0
442,200630,All,5,12,,0.42
442,200630,AtRisk,,5,,0.42
452,200630,All,5,19,,0.26
452,200630,AtRisk,,5,,0.26
454,200630,All,,5,0,0
455,200630,All,,5,0,0
457,200630,All,,5,0,0
467,200630,All,94,348,0.05,0.01
467,200630,AtRisk,5,5,0.05,0.01
470,200630,All,13,84,0,0
471,200630,All,5,5,0,0
474,200630,All,12,18,0,0
480,200630,All,218,589,,0.01
480,200630,AtRisk,,5,,0.01
482,200630,All,5,9,0,0
484,200630,All,10,29,0,0
486,200630,All,12,60,0,0
489,200630,All,5,31,0,0
492,200630,All,5,9,0,0
493,200630,All,5,5,0,0
497,200630,All,,5,0,0
499,200630,All,5,18,0,0
508,200630,All,36,163,,0.03
508,200630,AtRisk,,5,,0.03
518,200630,All,7,10,0,0
521,200630,All,5,11,0,0
527,200630,All,24,42,0,0
537,200630,All,12,18,0,0
541,200630,All,7,20,0,0
543,200630,All,27,35,0,0
544,200630,All,30,72,0,0
546,200630,All,21,50,0,0
548,200630,All,9,21,0,0
549,200630,All,32,71,0,0
551,200630,All,,5,0,0
553,200630,All,7,14,,0.36
553,200630,AtRisk,,5,,0.36
554,200630,All,217,562,0.02,0.01
554,200630,AtRisk,5,8,0.02,0.01
558,200630,All,5,7,0,0
561,200630,All,17,21,0,0
2,200701,All,,5,0,0
9,200701,All,56,287,0.12,0.06
9,200701,AtRisk,7,18,0.12,0.06
10,200701,All,,5,0,0
11,200701,All,79,263,0.06,0.02
11,200701,AtRisk,5,5,0.06,0.02
15,200701,All,5,12,0,0
16,200701,All,277,775,0.02,0.01
16,200701,AtRisk,5,11,0.02,0.01
18,200701,All,20,55,0,0
19,200701,All,45,124,0,0
21,200701,All,126,394,0.04,0.04
21,200701,AtRisk,5,14,0.04,0.04
22,200701,All,163,312,,0.02
22,200701,AtRisk,,5,,0.02
25,200701,All,39,134,0.13,0.04
25,200701,AtRisk,5,5,0.13,0.04
26,200701,All,51,127,,0.04
26,200701,AtRisk,,5,,0.04
30,200701,All,39,143,0,0
31,200701,All,74,214,,0.02
31,200701,AtRisk,,5,,0.02
32,200701,All,24,65,0.21,0.08
32,200701,AtRisk,5,5,0.21,0.08
33,200701,All,13,45,0,0
34,200701,All,103,321,0.05,0.02
34,200701,AtRisk,5,5,0.05,0.02
35,200701,All,382,1385,0.01,0.01
35,200701,AtRisk,5,16,0.01,0.01
36,200701,All,5,8,0,0
37,200701,All,5,24,0,0
38,200701,All,5,22,,0.23
38,200701,AtRisk,,5,,0.23
40,200701,All,21,62,,0.08
40,200701,AtRisk,,5,,0.08
41,200701,All,35,113,0,0
42,200701,All,29,94,0,0
43,200701,All,149,608,0.03,0.02
43,200701,AtRisk,5,13,0.03,0.02
44,200701,All,56,171,0,0
45,200701,All,41,125,0,0
46,200701,All,5,9,0,0
47,200701,All,5,10,,0.5
47,200701,AtRisk,,5,,0.5
48,200701,All,9,11,0,0
49,200701,All,13,31,,0.16
49,200701,AtRisk,,5,,0.16
51,200701,All,,5,,1
51,200701,AtRisk,,5,,1
53,200701,All,11,27,0,0
54,200701,All,17,51,0,0
55,200701,All,43,125,,0.04
55,200701,AtRisk,,5,,0.04
56,200701,All,5,23,,0.22
56,200701,AtRisk,,5,,0.22
57,200701,All,5,17,,0.29
57,200701,AtRisk,,5,,0.29
58,200701,All,5,17,0,0
60,200701,All,5,8,0,0
61,200701,All,10,24,,0.21
61,200701,AtRisk,,5,,0.21
62,200701,All,5,17,,0.29
62,200701,AtRisk,,5,,0.29
63,200701,All,105,332,,0.02
63,200701,AtRisk,,5,,0.02
64,200701,All,9,57,0,0
65,200701,All,74,272,,0.02
65,200701,AtRisk,,5,,0.02
66,200701,All,37,122,0,0
67,200701,All,62,253,,0.02
67,200701,AtRisk,,5,,0.02
71,200701,All,25,77,,0.06
71,200701,AtRisk,,5,,0.06
72,200701,All,5,11,0,0
73,200701,All,,5,0,0
74,200701,All,61,266,0,0
75,200701,All,212,740,0.02,0.01
75,200701,AtRisk,5,11,0.02,0.01
76,200701,All,74,227,,0.02
76,200701,AtRisk,,5,,0.02
77,200701,All,911,2913,0.01,0.01
77,200701,AtRisk,6,27,0.01,0.01
78,200701,All,31,133,0,0
79,200701,All,,5,0,0
80,200701,All,5,16,0,0
81,200701,All,5,11,0,0
83,200701,All,47,170,,0.03
83,200701,AtRisk,,5,,0.03
84,200701,All,5,5,0,0
85,200701,All,14,46,,0.11
85,200701,AtRisk,,5,,0.11
86,200701,All,282,966,,0.01
86,200701,AtRisk,,9,,0.01
87,200701,All,60,219,,0.02
87,200701,AtRisk,,5,,0.02
88,200701,All,233,767,0.02,0.01
88,200701,AtRisk,5,5,0.02,0.01
89,200701,All,675,2148,0.01,0.01
89,200701,AtRisk,5,15,0.01,0.01
91,200701,All,5,13,0,0
92,200701,All,,5,0,0
93,200701,All,17,44,0,0
94,200701,All,38,164,0,0
95,200701,All,5,14,0,0
97,200701,All,5,12,0,0
98,200701,All,20,73,0.25,0.07
98,200701,AtRisk,5,5,0.25,0.07
99,200701,All,241,701,0.02,0.02
99,200701,AtRisk,5,12,0.02,0.02
100,200701,All,38,113,0.13,0.04
100,200701,AtRisk,5,5,0.13,0.04
101,200701,All,171,508,0.03,0.02
101,200701,AtRisk,5,9,0.03,0.02
102,200701,All,94,521,0,0
103,200701,All,5,20,,0.25
103,200701,AtRisk,,5,,0.25
104,200701,All,26,73,,0.07
104,200701,AtRisk,,5,,0.07
105,200701,All,115,359,,0.01
105,200701,AtRisk,,5,,0.01
106,200701,All,6,26,0,0
107,200701,All,40,159,,0.03
107,200701,AtRisk,,5,,0.03
109,200701,All,10,64,,0.08
109,200701,AtRisk,,5,,0.08
110,200701,All,12,34,0,0
111,200701,All,14,58,,0.09
111,200701,AtRisk,,5,,0.09
112,200701,All,21,71,0,0
114,200701,All,39,144,,0.03
114,200701,AtRisk,,5,,0.03
115,200701,All,10,47,,0.11
115,200701,AtRisk,,5,,0.11
116,200701,All,7,28,0,0
117,200701,All,21,61,0,0
118,200701,All,,5,0,0
119,200701,All,25,61,0,0
120,200701,All,10,26,0,0
122,200701,All,11,41,0,0
123,200701,All,140,482,0.04,0.06
123,200701,AtRisk,6,27,0.04,0.06
124,200701,All,29,133,0,0
125,200701,All,50,187,,0.03
125,200701,AtRisk,,5,,0.03
126,200701,All,39,149,0,0
127,200701,All,,5,0,0
128,200701,All,21,68,,0.07
128,200701,AtRisk,,5,,0.07
129,200701,All,39,133,0,0
130,200701,All,5,10,0,0
131,200701,All,5,15,,0.33
131,200701,AtRisk,,5,,0.33
132,200701,All,27,116,0.19,0.12
132,200701,AtRisk,5,14,0.19,0.12
134,200701,All,30,90,,0.06
134,200701,AtRisk,,5,,0.06
135,200701,All,5,35,0,0
136,200701,All,9,34,0,0
137,200701,All,7,22,0,0
138,200701,All,21,84,0,0
139,200701,All,5,5,0,0
140,200701,All,5,7,0,0
141,200701,All,9,42,0,0
142,200701,All,109,355,,0.01
142,200701,AtRisk,,5,,0.01
143,200701,All,5,5,0,0
144,200701,All,72,211,,0.02
144,200701,AtRisk,,5,,0.02
146,200701,All,19,50,0,0
148,200701,All,85,320,0.06,0.02
148,200701,AtRisk,5,5,0.06,0.02
149,200701,All,60,280,0.08,0.03
149,200701,AtRisk,5,9,0.08,0.03
150,200701,All,29,80,,0.06
150,200701,AtRisk,,5,,0.06
151,200701,All,20,123,,0.12
151,200701,AtRisk,,15,,0.12
152,200701,All,32,71,,0.07
152,200701,AtRisk,,5,,0.07
153,200701,All,5,27,,0.19
153,200701,AtRisk,,5,,0.19
154,200701,All,7,31,,0.16
154,200701,AtRisk,,5,,0.16
155,200701,All,15,41,0,0
158,200701,All,9,30,0,0
159,200701,All,90,163,,0.04
159,200701,AtRisk,,6,,0.04
161,200701,All,24,87,0,0
163,200701,All,29,63,0,0
164,200701,All,61,173,0.08,0.03
164,200701,AtRisk,5,5,0.08,0.03
165,200701,All,6,9,0,0
166,200701,All,15,47,0,0
167,200701,All,,5,0,0
168,200701,All,5,52,0,0
169,200701,All,23,64,,0.08
169,200701,AtRisk,,5,,0.08
171,200701,All,5,5,0,0
172,200701,All,5,5,0,0
173,200701,All,8,25,0,0
174,200701,All,12,34,,0.15
174,200701,AtRisk,,5,,0.15
175,200701,All,5,18,0,0
176,200701,All,101,350,,0.01
176,200701,AtRisk,,5,,0.01
177,200701,All,296,758,0.02,0.01
177,200701,AtRisk,5,5,0.02,0.01
178,200701,All,18,53,0,0
180,200701,All,100,289,0.05,0.02
180,200701,AtRisk,5,7,0.05,0.02
181,200701,All,10,39,,0.13
181,200701,AtRisk,,5,,0.13
183,200701,All,29,77,,0.06
183,200701,AtRisk,,5,,0.06
184,200701,All,,5,0,0
186,200701,All,20,62,0,0
187,200701,All,6,34,0,0
188,200701,All,42,155,0.12,0.03
188,200701,AtRisk,5,5,0.12,0.03
189,200701,All,76,284,0,0
190,200701,All,109,355,,0.01
190,200701,AtRisk,,5,,0.01
191,200701,All,567,1848,0.02,0.02
191,200701,AtRisk,11,38,0.02,0.02
192,200701,All,5,5,0,0
193,200701,All,22,57,,0.09
193,200701,AtRisk,,5,,0.09
194,200701,All,17,54,,0.09
194,200701,AtRisk,,5,,0.09
195,200701,All,16,45,0.31,0.11
195,200701,AtRisk,5,5,0.31,0.11
196,200701,All,5,14,0,0
197,200701,All,16,65,,0.08
197,200701,AtRisk,,5,,0.08
198,200701,All,39,110,,0.05
198,200701,AtRisk,,6,,0.05
199,200701,All,5,7,0,0
200,200701,All,29,125,0,0
201,200701,All,13,50,0,0
202,200701,All,37,112,0.14,0.05
202,200701,AtRisk,5,6,0.14,0.05
203,200701,All,254,832,0.02,0.01
203,200701,AtRisk,5,6,0.02,0.01
204,200701,All,309,1091,0.02,0.02
204,200701,AtRisk,5,18,0.02,0.02
205,200701,All,19,77,0.26,0.06
205,200701,AtRisk,5,5,0.26,0.06
206,200701,All,10,52,,0.1
206,200701,AtRisk,,5,,0.1
207,200701,All,20,55,0,0
208,200701,All,25,55,0,0
213,200701,All,,5,0,0
215,200701,All,19,52,0,0
216,200701,All,624,2217,0.01,0.01
216,200701,AtRisk,5,18,0.01,0.01
217,200701,All,18,50,,0.1
217,200701,AtRisk,,5,,0.1
218,200701,All,253,982,0.02,0.02
218,200701,AtRisk,5,18,0.02,0.02
219,200701,All,5,16,0,0
220,200701,All,12,27,0,0
221,200701,All,47,110,0.11,0.05
221,200701,AtRisk,5,5,0.11,0.05
223,200701,All,5,17,0,0
224,200701,All,5,11,1,0.82
224,200701,AtRisk,5,9,1,0.82
225,200701,All,5,7,0,0
228,200701,All,16,62,0,0
229,200701,All,31,87,0,0
230,200701,All,75,316,,0.02
230,200701,AtRisk,,5,,0.02
231,200701,All,19,94,,0.05
231,200701,AtRisk,,5,,0.05
232,200701,All,31,122,0,0
233,200701,All,6,18,0,0
234,200701,All,587,1704,0.01,0.01
234,200701,AtRisk,5,13,0.01,0.01
235,200701,All,5,18,0,0
236,200701,All,74,242,,0.02
236,200701,AtRisk,,5,,0.02
240,200701,All,5,5,0,0
241,200701,All,11,33,0,0
242,200701,All,51,178,0.1,0.03
242,200701,AtRisk,5,5,0.1,0.03
243,200701,All,43,153,,0.03
243,200701,AtRisk,,5,,0.03
244,200701,All,20,64,0,0
245,200701,All,50,142,,0.04
245,200701,AtRisk,,5,,0.04
246,200701,All,166,546,0.03,0.01
246,200701,AtRisk,5,8,0.03,0.01
247,200701,All,20,55,,0.09
247,200701,AtRisk,,5,,0.09
248,200701,All,5,13,0,0
249,200701,All,12,40,0,0
250,200701,All,15,50,0,0
251,200701,All,5,5,0,0
254,200701,All,,5,,1
254,200701,AtRisk,,5,,1
255,200701,All,69,248,,0.02
255,200701,AtRisk,,5,,0.02
256,200701,All,32,140,0.16,0.04
256,200701,AtRisk,5,5,0.16,0.04
257,200701,All,177,626,0.03,0.01
257,200701,AtRisk,5,9,0.03,0.01
258,200701,All,42,150,,0.03
258,200701,AtRisk,,5,,0.03
259,200701,All,5,7,0,0
260,200701,All,316,896,0.02,0.01
260,200701,AtRisk,5,10,0.02,0.01
261,200701,All,39,140,0,0
262,200701,All,20,72,0,0
263,200701,All,5,34,0,0
266,200701,All,5,6,0,0
267,200701,All,5,9,0,0
268,200701,All,54,260,,0.02
268,200701,AtRisk,,5,,0.02
269,200701,All,110,336,0,0
270,200701,All,124,396,0.04,0.01
270,200701,AtRisk,5,5,0.04,0.01
271,200701,All,113,293,,0.02
271,200701,AtRisk,,5,,0.02
272,200701,All,152,466,,0.01
272,200701,AtRisk,,5,,0.01
273,200701,All,13,34,0,0
274,200701,All,5,5,0,0
275,200701,All,5,5,0,0
279,200701,All,8,16,0,0
280,200701,All,5,12,0,0
281,200701,All,712,2550,0.02,0.02
281,200701,AtRisk,13,45,0.02,0.02
282,200701,All,174,628,,0.01
282,200701,AtRisk,,5,,0.01
283,200701,All,245,624,0.02,0.01
283,200701,AtRisk,5,7,0.02,0.01
284,200701,All,90,178,,0.03
284,200701,AtRisk,,5,,0.03
285,200701,All,69,204,0.07,0.02
285,200701,AtRisk,5,5,0.07,0.02
286,200701,All,5,9,0,0
287,200701,All,,5,0,0
289,200701,All,,5,0,0
291,200701,All,6,33,0,0
292,200701,All,413,1566,0.02,0.02
292,200701,AtRisk,7,25,0.02,0.02
293,200701,All,203,630,0.02,0.01
293,200701,AtRisk,5,5,0.02,0.01
294,200701,All,366,1075,0.02,0.02
294,200701,AtRisk,7,21,0.02,0.02
295,200701,All,399,875,0.01,0.02
295,200701,AtRisk,5,16,0.01,0.02
296,200701,All,43,94,,0.05
296,200701,AtRisk,,5,,0.05
299,200701,All,,14,0,0
301,200701,All,5,5,0,0
303,200701,All,22,97,,0.05
303,200701,AtRisk,,5,,0.05
304,200701,All,19,73,,0.07
304,200701,AtRisk,,5,,0.07
305,200701,All,1007,3314,0.01,0.01
305,200701,AtRisk,7,42,0.01,0.01
306,200701,All,489,1452,,0.01
306,200701,AtRisk,,12,,0.01
307,200701,All,281,787,0.02,0.01
307,200701,AtRisk,5,9,0.02,0.01
308,200701,All,32,76,0,0
309,200701,All,10,34,0,0
312,200701,All,5,6,0,0
313,200701,All,,5,0,0
314,200701,All,10,40,,0.12
314,200701,AtRisk,,5,,0.12
316,200701,All,71,360,,0.02
316,200701,AtRisk,,7,,0.02
317,200701,All,203,688,0.02,0.01
317,200701,AtRisk,5,7,0.02,0.01
318,200701,All,683,2120,0.01,0.01
318,200701,AtRisk,6,24,0.01,0.01
319,200701,All,247,764,0.02,0.01
319,200701,AtRisk,5,5,0.02,0.01
320,200701,All,851,2490,0.01,0
320,200701,AtRisk,5,8,0.01,0
321,200701,All,27,86,0,0
322,200701,All,28,64,0,0
325,200701,All,,5,0,0
328,200701,All,48,198,0,0
329,200701,All,1052,3129,0.01,0.01
329,200701,AtRisk,9,40,0.01,0.01
330,200701,All,508,1823,0.01,0.01
330,200701,AtRisk,6,26,0.01,0.01
331,200701,All,164,581,,0.01
331,200701,AtRisk,,5,,0.01
332,200701,All,35,124,0,0
333,200701,All,7,19,0,0
334,200701,All,20,39,0,0
338,200701,All,288,899,,0.01
338,200701,AtRisk,,6,,0.01
339,200701,All,1206,3843,0.01,0.01
339,200701,AtRisk,7,41,0.01,0.01
340,200701,All,247,868,0.02,0.01
340,200701,AtRisk,5,11,0.02,0.01
