index,status,date,weekly,cumulative,weeklyrate,cumulativerate
1363,C,200313,5,5,46,46
1363,CP,200313,5,5,46,46
181,C,200314,5,5,639,639
181,CP,200314,5,5,639,639
253,C,200314,5,5,43,43
253,CP,200314,5,5,43,43
254,C,200314,5,5,7,7
254,CP,200314,5,5,7,7
277,C,200314,5,5,8,8
277,CP,200314,5,5,8,8
299,C,200314,5,5,4,4
299,CP,200314,5,5,4,4
344,C,200314,5,5,22,22
344,CP,200314,5,5,22,22
374,C,200314,5,5,38,38
374,CP,200314,5,5,38,38
413,C,200314,5,5,41,41
413,CP,200314,5,5,41,41
523,C,200314,5,5,89,89
523,CP,200314,5,5,89,89
610,C,200314,5,5,39,39
610,CP,200314,5,5,39,39
644,CP,200314,5,5,15,15
680,C,200314,5,5,75,75
680,CP,200314,5,5,75,75
718,C,200314,5,5,5,5
718,CP,200314,5,5,5,5
720,C,200314,5,5,52,52
720,CP,200314,5,5,52,52
818,C,200314,5,5,82,82
818,CP,200314,5,5,82,82
1005,C,200314,5,5,16,16
1005,CP,200314,5,5,16,16
1045,C,200314,5,5,11,11
1045,CP,200314,5,5,11,11
1067,C,200314,5,5,8,8
1067,CP,200314,5,5,8,8
1090,C,200314,5,5,11,11
1090,CP,200314,5,5,11,11
1091,C,200314,5,5,19,19
1091,CP,200314,5,5,19,19
1112,C,200314,5,5,6,6
1112,CP,200314,5,5,6,6
1115,C,200314,5,5,27,27
1115,CP,200314,5,5,27,27
1135,C,200314,5,5,19,19
1135,CP,200314,5,5,19,19
1156,C,200314,5,5,7,7
1156,CP,200314,5,5,7,7
1157,C,200314,5,5,8,8
1157,CP,200314,5,5,8,8
1175,C,200314,5,5,87,87
1175,CP,200314,5,5,87,87
1178,C,200314,5,5,6,6
1178,CP,200314,5,5,6,6
1194,C,200314,5,5,13,13
1194,CP,200314,5,5,13,13
1197,C,200314,5,5,5,5
1197,CP,200314,5,5,5,5
1198,C,200314,5,5,7,7
1198,CP,200314,5,5,7,7
1215,C,200314,5,5,4,4
1215,CP,200314,5,5,4,4
1216,C,200314,5,5,5,5
1216,CP,200314,5,5,5,5
1229,C,200314,5,5,5,5
1229,CP,200314,5,5,5,5
1231,C,200314,5,5,5,5
1231,CP,200314,5,5,5,5
1232,C,200314,5,5,9,9
1232,CP,200314,5,5,9,9
1243,C,200314,5,5,4,4
1243,CP,200314,5,5,4,4
1244,C,200314,5,5,3,3
1244,CP,200314,5,5,3,3
1245,C,200314,5,5,7,7
1245,CP,200314,5,5,7,7
1257,C,200314,5,5,3,3
1257,CP,200314,5,5,3,3
1258,C,200314,5,5,4,4
1258,CP,200314,5,5,4,4
1270,C,200314,5,5,14,14
1270,CP,200314,5,5,14,14
1271,C,200314,5,5,3,3
1271,CP,200314,5,5,3,3
1273,C,200314,5,5,22,22
1273,CP,200314,5,5,22,22
1282,C,200314,6,6,6,6
1282,CP,200314,6,6,6,6
1283,C,200314,5,5,4,4
1283,CP,200314,5,5,4,4
1294,C,200314,5,5,2,2
1294,CP,200314,5,5,2,2
1295,C,200314,5,5,4,4
1295,CP,200314,5,5,4,4
1306,C,200314,5,5,6,6
1306,CP,200314,5,5,6,6
1307,C,200314,5,5,10,10
1307,CP,200314,5,5,10,10
1308,C,200314,5,5,106,106
1308,CP,200314,5,5,106,106
1363,C,200314,5,5,46,46
1363,CP,200314,5,5,46,46
127,C,200315,5,5,8,8
127,CP,200315,5,5,8,8
181,C,200315,5,5,639,639
181,CP,200315,5,5,639,639
253,C,200315,5,5,43,43
253,CP,200315,5,5,43,43
254,C,200315,5,5,7,7
254,CP,200315,5,5,7,7
277,C,200315,5,5,8,8
277,CP,200315,5,5,8,8
295,C,200315,5,5,10,10
295,CP,200315,5,5,10,10
299,C,200315,5,5,4,4
299,CP,200315,5,5,4,4
344,C,200315,,5,,22
344,CP,200315,,5,,22
374,C,200315,5,5,38,38
374,CP,200315,5,5,38,38
413,C,200315,5,5,41,41
413,CP,200315,5,5,41,41
523,C,200315,5,5,89,89
523,CP,200315,5,5,89,89
610,C,200315,5,5,39,39
610,CP,200315,5,5,39,39
644,CP,200315,5,5,15,15
680,C,200315,5,5,75,75
680,CP,200315,5,5,75,75
718,C,200315,5,5,5,5
718,CP,200315,5,5,5,5
720,C,200315,5,5,52,52
720,CP,200315,5,5,52,52
770,C,200315,5,5,8,8
770,CP,200315,5,5,8,8
818,C,200315,5,5,82,82
818,CP,200315,5,5,82,82
1005,C,200315,5,5,16,16
1005,CP,200315,5,5,16,16
1045,C,200315,5,5,11,11
1045,CP,200315,5,5,11,11
1067,C,200315,5,5,8,8
1067,CP,200315,5,5,8,8
1090,C,200315,5,5,11,11
1090,CP,200315,5,5,11,11
1091,C,200315,5,5,19,19
1091,CP,200315,5,5,19,19
1112,C,200315,5,5,6,6
1112,CP,200315,5,5,6,6
1115,C,200315,5,5,27,27
1115,CP,200315,5,5,27,27
1135,C,200315,5,5,19,19
1135,CP,200315,5,5,19,19
1156,C,200315,5,5,7,7
1156,CP,200315,5,5,7,7
1157,C,200315,5,5,8,8
1157,CP,200315,5,5,8,8
1175,C,200315,5,5,87,87
1175,CP,200315,5,5,87,87
1178,C,200315,5,5,6,6
1178,CP,200315,5,5,6,6
1194,C,200315,5,5,13,13
1194,CP,200315,5,5,13,13
1197,C,200315,5,5,5,5
1197,CP,200315,5,5,5,5
1198,C,200315,5,5,7,7
1198,CP,200315,5,5,7,7
1213,C,200315,5,5,35,35
1213,CP,200315,5,5,35,35
1215,C,200315,5,5,4,4
1215,CP,200315,5,5,4,4
1216,C,200315,5,5,5,5
1216,CP,200315,5,5,5,5
1229,C,200315,5,5,5,5
1229,CP,200315,5,5,5,5
1230,C,200315,5,5,3,3
1230,CP,200315,5,5,3,3
1231,C,200315,5,5,5,5
1231,CP,200315,5,5,5,5
1232,C,200315,5,5,9,9
1232,CP,200315,5,5,9,9
1242,CP,200315,5,5,8,8
1243,C,200315,5,5,4,4
1243,CP,200315,5,5,4,4
1244,C,200315,7,7,4,4
1244,CP,200315,7,7,4,4
1245,C,200315,5,5,7,7
1245,CP,200315,5,5,7,7
1257,C,200315,5,5,3,3
1257,CP,200315,5,5,3,3
1258,C,200315,5,5,4,4
1258,CP,200315,5,5,4,4
1270,C,200315,5,5,14,14
1270,CP,200315,5,5,14,14
1271,C,200315,5,5,3,3
1271,CP,200315,5,5,3,3
1272,C,200315,5,5,5,5
1272,CP,200315,5,5,5,5
1273,C,200315,5,5,22,22
1273,CP,200315,5,5,22,22
1282,C,200315,6,6,6,6
1282,CP,200315,6,6,6,6
1283,C,200315,5,5,4,4
1283,CP,200315,5,5,4,4
1284,C,200315,5,5,7,7
1284,CP,200315,5,5,7,7
1294,C,200315,8,8,4,4
1294,CP,200315,8,8,4,4
1295,C,200315,5,5,4,4
1295,CP,200315,5,5,4,4
1297,C,200315,5,5,134,134
1297,CP,200315,5,5,134,134
1306,C,200315,5,5,6,6
1306,CP,200315,5,5,6,6
1307,C,200315,5,5,10,10
1307,CP,200315,5,5,10,10
1308,C,200315,5,5,106,106
1308,CP,200315,5,5,106,106
1328,C,200315,5,5,14,14
1328,CP,200315,5,5,14,14
1355,C,200315,5,5,82,82
1355,CP,200315,5,5,82,82
1363,C,200315,5,5,46,46
1363,CP,200315,5,5,46,46
51,C,200316,5,5,231,231
51,CP,200316,5,5,231,231
127,C,200316,5,5,8,8
127,CP,200316,5,5,8,8
181,C,200316,5,5,639,639
181,CP,200316,5,5,639,639
253,C,200316,5,5,43,43
253,CP,200316,5,5,43,43
254,C,200316,5,5,7,7
254,CP,200316,5,5,7,7
277,C,200316,5,5,8,8
277,CP,200316,5,5,8,8
295,C,200316,5,5,10,10
295,CP,200316,5,5,10,10
299,C,200316,5,5,4,4
299,CP,200316,5,5,4,4
344,C,200316,,5,,22
344,CP,200316,,5,,22
358,C,200316,5,5,36,36
358,CP,200316,5,5,36,36
366,C,200316,5,5,139,139
366,CP,200316,5,5,139,139
374,C,200316,5,5,38,38
374,CP,200316,5,5,38,38
413,C,200316,,5,,41
413,CP,200316,5,5,41,41
470,C,200316,5,5,115,115
470,CP,200316,5,5,115,115
523,C,200316,5,5,89,89
523,CP,200316,5,5,89,89
608,C,200316,5,5,278,278
608,CP,200316,5,5,278,278
610,C,200316,5,5,39,39
610,CP,200316,5,5,39,39
644,CP,200316,5,5,15,15
680,C,200316,5,5,75,75
680,CP,200316,5,5,75,75
718,C,200316,5,5,5,5
718,CP,200316,5,5,5,5
720,C,200316,5,5,52,52
720,CP,200316,5,5,52,52
770,C,200316,5,5,8,8
770,CP,200316,5,5,8,8
818,C,200316,5,5,82,82
818,CP,200316,5,5,82,82
1005,C,200316,5,5,16,16
1005,CP,200316,5,5,16,16
1045,C,200316,5,5,11,11
1045,CP,200316,5,5,11,11
1067,C,200316,7,7,11,11
1067,CP,200316,7,7,11,11
1090,C,200316,5,5,11,11
1090,CP,200316,5,5,11,11
1091,C,200316,5,5,19,19
1091,CP,200316,5,5,19,19
1112,C,200316,5,5,6,6
1112,CP,200316,5,5,6,6
1115,C,200316,5,5,27,27
1115,CP,200316,5,5,27,27
1135,C,200316,5,5,19,19
1135,CP,200316,5,5,19,19
1156,C,200316,5,5,7,7
1156,CP,200316,5,5,7,7
1157,C,200316,5,5,8,8
1157,CP,200316,5,5,8,8
1175,C,200316,5,5,87,87
1175,CP,200316,5,5,87,87
1177,CP,200316,5,5,5,5
1178,C,200316,5,5,6,6
1178,CP,200316,5,5,6,6
1194,C,200316,5,5,13,13
1194,CP,200316,5,5,13,13
1195,C,200316,5,5,63,63
1195,CP,200316,5,5,63,63
1196,C,200316,5,5,28,28
1196,CP,200316,5,5,28,28
1197,C,200316,5,5,5,5
1197,CP,200316,5,5,5,5
1198,C,200316,5,5,7,7
1198,CP,200316,5,5,7,7
1213,C,200316,5,5,35,35
1213,CP,200316,5,5,35,35
1215,C,200316,5,5,4,4
1215,CP,200316,5,5,4,4
1216,C,200316,8,8,8,8
1216,CP,200316,8,8,8,8
1229,C,200316,5,5,5,5
1229,CP,200316,5,5,5,5
1230,C,200316,5,5,3,3
1230,CP,200316,5,5,3,3
1231,C,200316,5,5,5,5
1231,CP,200316,5,5,5,5
1232,C,200316,5,5,9,9
1232,CP,200316,5,5,9,9
1234,C,200316,5,5,169,169
1234,CP,200316,5,5,169,169
1242,C,200316,5,5,8,8
1242,CP,200316,5,5,8,8
1243,C,200316,5,5,4,4
1243,CP,200316,5,5,4,4
1244,C,200316,10,10,5,5
1244,CP,200316,10,10,5,5
1245,C,200316,5,5,7,7
1245,CP,200316,5,5,7,7
1256,C,200316,5,5,7,7
1256,CP,200316,5,5,7,7
1257,C,200316,5,5,3,3
1257,CP,200316,5,5,3,3
1258,C,200316,5,5,4,4
1258,CP,200316,5,5,4,4
1270,C,200316,5,5,14,14
1270,CP,200316,5,5,14,14
1271,C,200316,6,6,4,4
1271,CP,200316,6,6,4,4
1272,C,200316,5,5,5,5
1272,CP,200316,5,5,5,5
1273,C,200316,5,5,22,22
1273,CP,200316,5,5,22,22
1274,C,200316,5,5,81,81
1274,CP,200316,5,5,81,81
1282,C,200316,8,8,8,8
1282,CP,200316,8,8,8,8
1283,C,200316,8,8,6,6
1283,CP,200316,8,8,6,6
1284,C,200316,5,5,7,7
1284,CP,200316,5,5,7,7
1294,C,200316,14,14,7,7
1294,CP,200316,14,14,7,7
1295,C,200316,6,6,5,5
1295,CP,200316,6,6,5,5
1297,C,200316,5,5,134,134
1297,CP,200316,5,5,134,134
1305,C,200316,5,5,20,20
1305,CP,200316,5,5,20,20
1306,C,200316,5,5,6,6
1306,CP,200316,5,5,6,6
1307,C,200316,5,5,10,10
1307,CP,200316,5,5,10,10
1308,C,200316,5,5,106,106
1308,CP,200316,5,5,106,106
1318,C,200316,5,5,16,16
1318,CP,200316,5,5,16,16
1328,C,200316,5,5,14,14
1328,CP,200316,5,5,14,14
1355,C,200316,5,5,82,82
1355,CP,200316,5,5,82,82
1363,C,200316,5,5,46,46
1363,CP,200316,5,5,46,46
1364,C,200316,5,5,11,11
1364,CP,200316,5,5,11,11
51,C,200317,5,5,231,231
51,CP,200317,5,5,231,231
127,C,200317,5,5,8,8
127,CP,200317,5,5,8,8
181,C,200317,5,5,639,639
181,CP,200317,5,5,639,639
253,C,200317,5,5,43,43
253,CP,200317,5,5,43,43
254,C,200317,5,5,7,7
254,CP,200317,5,5,7,7
277,C,200317,5,5,8,8
277,CP,200317,5,5,8,8
288,C,200317,5,5,20,20
288,CP,200317,5,5,20,20
295,C,200317,5,5,10,10
295,CP,200317,5,5,10,10
299,C,200317,5,5,4,4
299,CP,200317,5,5,4,4
344,C,200317,,5,,22
344,CP,200317,,5,,22
358,C,200317,5,5,36,36
358,CP,200317,5,5,36,36
366,C,200317,5,5,139,139
366,CP,200317,5,5,139,139
374,C,200317,5,5,38,38
374,CP,200317,5,5,38,38
413,C,200317,,5,,41
413,CP,200317,5,5,41,41
435,C,200317,5,5,107,107
435,CP,200317,5,5,107,107
470,C,200317,5,5,115,115
470,CP,200317,5,5,115,115
523,C,200317,5,5,89,89
523,CP,200317,5,5,89,89
608,C,200317,5,5,278,278
608,CP,200317,5,5,278,278
610,C,200317,5,5,39,39
610,CP,200317,5,5,39,39
644,CP,200317,5,5,15,15
680,C,200317,5,5,75,75
680,CP,200317,5,5,75,75
691,C,200317,5,5,62,62
691,CP,200317,5,5,62,62
718,C,200317,5,5,5,5
718,CP,200317,5,5,5,5
719,C,200317,5,5,40,40
719,CP,200317,5,5,40,40
720,C,200317,5,5,52,52
720,CP,200317,5,5,52,52
770,C,200317,5,5,8,8
770,CP,200317,5,5,8,8
803,C,200317,5,5,95,95
803,CP,200317,5,5,95,95
818,C,200317,5,5,82,82
818,CP,200317,5,5,82,82
855,CP,200317,5,5,116,116
880,C,200317,5,5,15,15
880,CP,200317,5,5,15,15
995,C,200317,5,5,36,36
995,CP,200317,5,5,36,36
1005,C,200317,5,5,16,16
1005,CP,200317,5,5,16,16
1026,C,200317,5,5,26,26
1026,CP,200317,5,5,26,26
1045,C,200317,6,6,14,14
1045,CP,200317,7,7,16,16
1047,C,200317,5,5,35,35
1047,CP,200317,5,5,35,35
1067,C,200317,10,10,15,15
1067,CP,200317,10,10,15,15
1072,C,200317,5,5,5,5
1072,CP,200317,5,5,5,5
1090,C,200317,5,5,11,11
1090,CP,200317,5,5,11,11
1091,C,200317,5,5,19,19
1091,CP,200317,5,5,19,19
1112,C,200317,5,5,6,6
1112,CP,200317,5,5,6,6
1115,C,200317,5,5,27,27
1115,CP,200317,5,5,27,27
1134,C,200317,5,5,15,15
1134,CP,200317,5,5,15,15
1135,C,200317,,5,,19
1135,CP,200317,,5,,19
1156,C,200317,5,5,7,7
1156,CP,200317,5,5,7,7
1157,C,200317,5,5,8,8
1157,CP,200317,5,5,8,8
1175,C,200317,5,5,87,87
1175,CP,200317,5,5,87,87
1176,CP,200317,5,5,46,46
1177,CP,200317,5,5,5,5
1178,C,200317,5,5,6,6
1178,CP,200317,5,5,6,6
1194,C,200317,5,5,13,13
1194,CP,200317,5,5,13,13
1195,C,200317,5,5,63,63
1195,CP,200317,5,5,63,63
1196,C,200317,5,5,28,28
1196,CP,200317,5,5,28,28
1197,C,200317,5,5,5,5
1197,CP,200317,5,6,5,6
1198,C,200317,6,7,8,9
1198,CP,200317,6,7,8,9
1213,C,200317,5,5,35,35
1213,CP,200317,5,5,35,35
1215,C,200317,5,5,4,4
1215,CP,200317,5,5,4,4
1216,C,200317,12,12,12,12
1216,CP,200317,12,12,12,12
1217,C,200317,5,5,7,7
1217,CP,200317,5,5,7,7
1220,C,200317,5,5,32,32
1220,CP,200317,5,5,32,32
1228,C,200317,5,5,26,26
1228,CP,200317,5,5,26,26
1229,C,200317,5,5,5,5
1229,CP,200317,5,5,5,5
1230,C,200317,7,7,4,4
1230,CP,200317,7,7,4,4
1231,C,200317,15,15,16,16
1231,CP,200317,16,16,17,17
1232,C,200317,5,5,9,9
1232,CP,200317,5,5,9,9
1233,C,200317,5,5,31,31
1233,CP,200317,5,5,31,31
1234,C,200317,5,5,169,169
1234,CP,200317,5,5,169,169
1242,C,200317,5,5,8,8
1242,CP,200317,6,6,9,9
1243,C,200317,5,5,4,4
1243,CP,200317,6,6,5,5
1244,C,200317,19,19,10,10
1244,CP,200317,19,19,10,10
1245,C,200317,5,5,7,7
1245,CP,200317,5,5,7,7
1256,C,200317,5,5,7,7
1256,CP,200317,5,5,7,7
1257,C,200317,9,9,5,5
1257,CP,200317,9,9,5,5
1258,C,200317,5,5,4,4
1258,CP,200317,5,5,4,4
1259,C,200317,5,5,7,7
1259,CP,200317,5,5,7,7
1270,C,200317,5,5,14,14
1270,CP,200317,5,5,14,14
1271,C,200317,9,9,6,6
1271,CP,200317,9,9,6,6
1272,C,200317,5,5,5,5
1272,CP,200317,5,5,5,5
1273,C,200317,5,5,22,22
1273,CP,200317,5,5,22,22
1274,C,200317,5,5,81,81
1274,CP,200317,5,5,81,81
1282,C,200317,9,9,9,9
1282,CP,200317,9,9,9,9
1283,C,200317,10,10,8,8
1283,CP,200317,10,10,8,8
1284,C,200317,5,5,7,7
1284,CP,200317,5,5,7,7
1294,C,200317,19,19,9,9
1294,CP,200317,19,19,9,9
1295,C,200317,11,11,9,9
1295,CP,200317,11,11,9,9
1297,C,200317,5,5,134,134
1297,CP,200317,5,5,134,134
1305,C,200317,5,5,20,20
1305,CP,200317,5,5,20,20
1306,C,200317,6,6,7,7
1306,CP,200317,6,6,7,7
1307,C,200317,5,5,10,10
1307,CP,200317,5,5,10,10
1308,C,200317,5,5,106,106
1308,CP,200317,5,5,106,106
1317,CP,200317,5,5,176,176
1318,C,200317,5,5,16,16
1318,CP,200317,5,5,16,16
1328,C,200317,5,5,14,14
1328,CP,200317,5,5,14,14
1349,C,200317,5,5,95,95
1349,CP,200317,5,5,95,95
1355,C,200317,5,5,82,82
1355,CP,200317,5,5,82,82
1363,C,200317,5,5,46,46
1363,CP,200317,5,5,46,46
1364,C,200317,5,5,11,11
1364,CP,200317,5,5,11,11
1365,CP,200317,5,5,143,143
45,C,200318,5,5,79,79
45,CP,200318,5,5,79,79
48,C,200318,5,5,267,267
48,CP,200318,5,5,267,267
51,C,200318,5,5,231,231
51,CP,200318,5,5,231,231
55,CP,200318,5,5,146,146
56,CP,200318,5,5,73,73
72,C,200318,5,5,13,13
72,CP,200318,5,5,13,13
110,C,200318,5,5,20,20
110,CP,200318,5,5,20,20
127,C,200318,5,5,8,8
127,CP,200318,5,5,8,8
129,C,200318,5,5,63,63
129,CP,200318,5,5,63,63
168,C,200318,5,5,28,28
168,CP,200318,5,5,28,28
181,C,200318,5,5,639,639
181,CP,200318,5,5,639,639
253,C,200318,5,5,43,43
253,CP,200318,5,5,43,43
254,C,200318,5,5,7,7
254,CP,200318,5,5,7,7
277,C,200318,5,5,8,8
277,CP,200318,5,5,8,8
288,C,200318,5,5,20,20
288,CP,200318,5,5,20,20
295,C,200318,5,5,10,10
295,CP,200318,5,5,10,10
299,C,200318,5,5,4,4
299,CP,200318,5,5,4,4
321,C,200318,5,5,17,17
321,CP,200318,5,5,17,17
322,C,200318,5,5,25,25
322,CP,200318,5,5,25,25
344,C,200318,,5,,22
344,CP,200318,,5,,22
358,C,200318,5,5,36,36
358,CP,200318,5,5,36,36
366,C,200318,5,5,139,139
366,CP,200318,5,5,139,139
374,C,200318,5,5,38,38
374,CP,200318,5,5,38,38
413,C,200318,,5,,41
413,CP,200318,5,5,41,41
435,C,200318,5,5,107,107
435,CP,200318,5,5,107,107
470,C,200318,5,5,115,115
470,CP,200318,5,5,115,115
513,C,200318,5,5,214,214
513,CP,200318,5,5,214,214
523,C,200318,5,5,89,89
523,CP,200318,5,5,89,89
608,C,200318,5,5,278,278
608,CP,200318,5,5,278,278
610,C,200318,,5,,39
610,CP,200318,,5,,39
644,CP,200318,5,5,15,15
653,C,200318,5,5,99,99
653,CP,200318,5,5,99,99
668,C,200318,5,5,201,201
668,CP,200318,5,5,201,201
680,C,200318,5,5,75,75
680,CP,200318,5,5,75,75
691,C,200318,5,5,62,62
691,CP,200318,5,5,62,62
706,C,200318,5,5,288,288
706,CP,200318,5,5,288,288
717,C,200318,5,5,124,124
717,CP,200318,5,5,124,124
718,C,200318,5,5,5,5
718,CP,200318,5,5,5,5
719,C,200318,5,5,40,40
719,CP,200318,5,5,40,40
720,C,200318,5,5,52,52
720,CP,200318,5,5,52,52
770,C,200318,5,5,8,8
770,CP,200318,5,5,8,8
797,C,200318,5,5,28,28
797,CP,200318,5,5,28,28
803,C,200318,5,5,95,95
803,CP,200318,5,5,95,95
818,C,200318,5,5,82,82
818,CP,200318,5,5,82,82
855,CP,200318,5,5,116,116
880,C,200318,5,5,15,15
880,CP,200318,5,5,15,15
977,C,200318,5,5,129,129
977,CP,200318,5,5,129,129
980,C,200318,5,5,16,16
980,CP,200318,5,5,16,16
995,C,200318,5,5,36,36
995,CP,200318,5,5,36,36
