index,status,date,weekly,cumulative,weeklyrate,cumulativerate
610,C,200415,5,6,39,46
610,CP,200415,5,6,39,46
616,C,200415,,5,,332
616,CP,200415,,5,,332
617,C,200415,,5,,73
617,CP,200415,,5,,73
618,C,200415,5,5,92,92
618,CP,200415,5,5,92,92
620,C,200415,,5,,414
620,CP,200415,,5,,414
621,C,200415,,5,,149
621,CP,200415,,5,,149
623,C,200415,,5,,1149
623,CP,200415,,5,,1149
624,C,200415,,5,,903
624,CP,200415,,5,,903
625,C,200415,,5,,1220
625,CP,200415,,5,,1220
626,C,200415,,5,,221
626,CP,200415,,5,,221
629,C,200415,,5,,263
629,CP,200415,,5,,263
633,C,200415,5,6,182,218
633,CP,200415,5,6,182,218
634,C,200415,5,5,237,237
634,CP,200415,5,5,237,237
635,C,200415,5,6,190,228
635,CP,200415,5,7,190,266
638,C,200415,,5,,93
638,CP,200415,,5,,93
639,C,200415,5,5,47,47
639,CP,200415,5,6,47,57
640,C,200415,,5,,220
640,CP,200415,,5,,220
644,C,200415,9,28,26,82
644,CP,200415,18,42,53,123
649,C,200415,,5,,251
649,CP,200415,,5,,251
650,C,200415,,5,,206
650,CP,200415,5,5,206,206
651,C,200415,7,13,135,250
651,CP,200415,8,15,154,289
653,C,200415,5,8,99,158
653,CP,200415,5,12,99,237
659,C,200415,,5,,288
659,CP,200415,,5,,288
660,C,200415,5,7,177,248
660,CP,200415,5,7,177,248
662,C,200415,5,7,48,67
662,CP,200415,5,8,48,77
665,C,200415,5,17,42,143
665,CP,200415,5,19,42,160
667,C,200415,5,5,244,244
667,CP,200415,5,5,244,244
668,C,200415,,5,,201
668,CP,200415,,5,,201
669,C,200415,5,5,132,132
669,CP,200415,5,5,132,132
671,C,200415,,5,,173
671,CP,200415,5,5,173,173
676,C,200415,,5,,228
676,CP,200415,,5,,228
677,C,200415,5,5,882,882
677,CP,200415,5,5,882,882
679,C,200415,,5,,236
679,CP,200415,,5,,236
680,C,200415,18,27,269,403
680,CP,200415,18,31,269,463
681,C,200415,,5,,683
681,CP,200415,,5,,683
682,C,200415,,5,,291
682,CP,200415,,5,,291
686,C,200415,5,5,243,243
686,CP,200415,5,5,243,243
687,C,200415,5,7,129,181
687,CP,200415,5,7,129,181
688,C,200415,5,5,172,172
688,CP,200415,5,6,172,206
690,C,200415,,5,,59
690,CP,200415,,5,,59
691,C,200415,5,14,62,173
691,CP,200415,5,18,62,222
692,C,200415,7,24,33,114
692,CP,200415,7,24,33,114
693,C,200415,,5,,273
693,CP,200415,,5,,273
694,C,200415,,5,,309
694,CP,200415,,5,,309
696,C,200415,,5,,30
696,CP,200415,,5,,30
699,C,200415,5,5,442,442
699,CP,200415,5,5,442,442
703,C,200415,,5,,141
703,CP,200415,5,5,141,141
704,C,200415,5,5,345,345
704,CP,200415,5,5,345,345
705,C,200415,5,5,5435,5435
705,CP,200415,5,5,5435,5435
706,C,200415,,5,,288
706,CP,200415,,6,,345
707,C,200415,,5,,1462
707,CP,200415,,5,,1462
708,C,200415,5,5,356,356
708,CP,200415,5,5,356,356
709,C,200415,5,5,226,226
709,CP,200415,5,5,226,226
712,C,200415,,5,,417
712,CP,200415,,5,,417
713,C,200415,5,32,44,283
713,CP,200415,5,32,44,283
714,C,200415,5,12,193,463
714,CP,200415,6,15,232,579
715,C,200415,5,8,72,115
715,CP,200415,5,9,72,130
717,C,200415,8,15,199,373
717,CP,200415,9,16,224,398
718,C,200415,26,115,26,114
718,CP,200415,26,125,26,124
719,C,200415,10,26,80,207
719,CP,200415,14,30,111,239
720,C,200415,5,10,52,103
720,CP,200415,5,10,52,103
722,C,200415,,5,,278
722,CP,200415,,5,,278
725,C,200415,5,5,270,270
725,CP,200415,5,5,270,270
728,C,200415,,5,,2525
728,CP,200415,,5,,2525
739,C,200415,,5,,201
739,CP,200415,,5,,201
740,C,200415,,5,,298
740,CP,200415,,5,,298
741,C,200415,5,7,167,234
741,CP,200415,5,9,167,301
742,C,200415,5,5,154,154
742,CP,200415,5,5,154,154
743,C,200415,,5,,178
743,CP,200415,,5,,178
744,C,200415,5,33,17,111
744,CP,200415,5,35,17,118
745,C,200415,7,55,16,128
745,CP,200415,7,55,16,128
746,C,200415,,5,,189
746,CP,200415,,5,,189
747,C,200415,,5,,304
747,CP,200415,,5,,304
752,C,200415,5,5,144,144
752,CP,200415,5,5,144,144
753,C,200415,,5,,155
753,CP,200415,,5,,155
755,C,200415,,5,,232
755,CP,200415,,5,,232
763,C,200415,,5,,160
763,CP,200415,,5,,160
765,C,200415,5,5,453,453
765,CP,200415,5,5,453,453
766,C,200415,5,11,108,237
766,CP,200415,5,14,108,302
767,C,200415,26,67,67,173
767,CP,200415,28,71,72,184
768,C,200415,5,5,153,153
768,CP,200415,5,5,153,153
769,C,200415,5,15,45,134
769,CP,200415,5,16,45,143
770,C,200415,12,51,18,78
770,CP,200415,12,54,18,82
771,C,200415,,5,,143
771,CP,200415,,5,,143
772,C,200415,,5,,284
772,CP,200415,,5,,284
776,C,200415,,5,,139
776,CP,200415,,5,,139
778,C,200415,5,5,357,357
778,CP,200415,5,5,357,357
779,C,200415,5,5,245,245
779,CP,200415,5,5,245,245
783,C,200415,5,5,1894,1894
783,CP,200415,5,5,1894,1894
784,C,200415,,5,,650
784,CP,200415,,5,,650
785,C,200415,5,5,2381,2381
785,CP,200415,5,5,2381,2381
787,C,200415,,5,,1109
787,CP,200415,,5,,1109
790,C,200415,,5,,651
790,CP,200415,,5,,651
791,C,200415,5,5,196,196
791,CP,200415,5,5,196,196
792,C,200415,,5,,274
792,CP,200415,,5,,274
793,C,200415,5,8,54,87
793,CP,200415,5,13,54,141
794,C,200415,62,183,355,1048
794,CP,200415,62,184,355,1053
795,C,200415,5,5,115,115
795,CP,200415,5,5,115,115
797,C,200415,5,12,28,68
797,CP,200415,5,14,28,79
798,C,200415,,5,,193
798,CP,200415,,5,,193
799,C,200415,,5,,232
799,CP,200415,,5,,232
801,C,200415,5,5,231,231
801,CP,200415,5,5,231,231
802,C,200415,5,5,117,117
802,CP,200415,5,5,117,117
803,C,200415,5,5,95,95
803,CP,200415,5,6,95,115
804,C,200415,,5,,152
804,CP,200415,,5,,152
814,C,200415,,5,,2336
814,CP,200415,,5,,2336
817,C,200415,,5,,307
817,CP,200415,,5,,307
818,C,200415,5,8,82,131
818,CP,200415,5,8,82,131
819,C,200415,36,97,117,317
819,CP,200415,37,100,121,326
820,C,200415,,5,,122
820,CP,200415,,5,,122
821,C,200415,,5,,160
821,CP,200415,,5,,160
822,C,200415,5,10,51,103
822,CP,200415,5,10,51,103
823,C,200415,5,5,107,107
823,CP,200415,5,5,107,107
824,C,200415,5,5,133,133
824,CP,200415,5,5,133,133
825,C,200415,,5,,350
825,CP,200415,,5,,350
826,C,200415,,5,,308
826,CP,200415,,5,,308
828,C,200415,5,9,34,61
828,CP,200415,5,11,34,75
831,C,200415,,5,,398
831,CP,200415,,5,,398
832,C,200415,5,5,127,127
832,CP,200415,5,5,127,127
836,C,200415,5,5,230,230
836,CP,200415,5,5,230,230
839,C,200415,,5,,223
839,CP,200415,,5,,223
843,C,200415,,5,,195
843,CP,200415,,5,,195
844,C,200415,5,5,109,109
844,CP,200415,5,5,109,109
845,C,200415,5,5,80,80
845,CP,200415,5,6,80,96
846,C,200415,5,7,137,192
846,CP,200415,5,8,137,220
847,C,200415,5,5,226,226
847,CP,200415,5,5,226,226
850,C,200415,,5,,267
850,CP,200415,,5,,267
851,C,200415,5,5,628,628
851,CP,200415,5,5,628,628
852,C,200415,5,5,322,322
852,CP,200415,5,5,322,322
853,C,200415,5,5,140,140
853,CP,200415,5,5,140,140
855,C,200415,,5,,116
855,CP,200415,5,5,116,116
861,C,200415,,5,,398
861,CP,200415,,5,,398
870,C,200415,,5,,102
870,CP,200415,,6,,123
871,C,200415,,6,,92
871,CP,200415,,7,,107
874,C,200415,,5,,129
874,CP,200415,,5,,129
875,C,200415,5,5,79,79
875,CP,200415,5,6,79,95
876,C,200415,5,10,24,48
876,CP,200415,5,13,24,62
877,C,200415,,5,,208
877,CP,200415,,5,,208
878,C,200415,5,5,140,140
878,CP,200415,5,5,140,140
879,C,200415,5,5,170,170
879,CP,200415,5,5,170,170
880,C,200415,7,24,21,72
880,CP,200415,11,32,33,96
881,C,200415,,5,,341
881,CP,200415,,5,,341
884,C,200415,5,5,258,258
884,CP,200415,5,5,258,258
895,C,200415,5,5,106,106
895,CP,200415,5,6,106,127
897,C,200415,,5,,244
897,CP,200415,,5,,244
898,C,200415,,5,,136
898,CP,200415,,5,,136
899,C,200415,5,5,149,149
899,CP,200415,5,5,149,149
900,C,200415,,5,,233
900,CP,200415,,5,,233
901,C,200415,5,5,143,143
901,CP,200415,5,6,143,171
902,C,200415,,5,,305
902,CP,200415,,5,,305
903,C,200415,,5,,181
903,CP,200415,,5,,181
904,C,200415,5,6,71,85
904,CP,200415,5,6,71,85
905,C,200415,5,7,59,83
905,CP,200415,5,7,59,83
919,C,200415,5,5,53,53
919,CP,200415,5,5,53,53
920,C,200415,,5,,153
920,CP,200415,5,6,153,183
921,C,200415,,5,,271
921,CP,200415,,5,,271
922,C,200415,5,5,196,196
922,CP,200415,5,5,196,196
923,C,200415,,5,,148
923,CP,200415,,5,,148
924,C,200415,5,5,88,88
924,CP,200415,5,5,88,88
925,C,200415,5,5,192,192
925,CP,200415,5,5,192,192
926,C,200415,,5,,93
926,CP,200415,,5,,93
927,C,200415,5,5,115,115
927,CP,200415,5,5,115,115
929,C,200415,21,42,113,226
929,CP,200415,21,42,113,226
930,C,200415,,5,,84
930,CP,200415,,5,,84
931,C,200415,5,5,311,311
931,CP,200415,5,5,311,311
933,C,200415,,5,,360
933,CP,200415,,5,,360
944,C,200415,5,5,54,54
944,CP,200415,5,5,54,54
945,C,200415,5,5,263,263
945,CP,200415,5,5,263,263
946,C,200415,5,6,115,138
946,CP,200415,5,6,115,138
947,C,200415,9,22,115,281
947,CP,200415,9,26,115,332
948,C,200415,,5,,132
948,CP,200415,,5,,132
949,C,200415,12,16,163,217
949,CP,200415,12,17,163,231
950,C,200415,5,5,210,210
950,CP,200415,5,5,210,210
951,C,200415,19,24,264,334
951,CP,200415,22,27,306,376
952,C,200415,5,5,289,289
952,CP,200415,5,5,289,289
953,C,200415,5,5,260,260
953,CP,200415,5,5,260,260
954,C,200415,42,102,81,196
954,CP,200415,42,102,81,196
955,C,200415,5,7,90,126
955,CP,200415,5,8,90,144
956,C,200415,,5,,110
956,CP,200415,,5,,110
957,C,200415,,5,,145
957,CP,200415,,5,,145
958,C,200415,5,5,174,174
958,CP,200415,5,5,174,174
969,C,200415,12,17,55,78
969,CP,200415,12,19,55,87
970,C,200415,5,9,114,206
970,CP,200415,5,12,114,274
971,C,200415,5,5,306,306
971,CP,200415,5,5,306,306
972,C,200415,5,7,97,136
972,CP,200415,5,9,97,175
973,C,200415,5,15,66,198
973,CP,200415,6,22,79,290
974,C,200415,,6,,154
974,CP,200415,,6,,154
975,C,200415,9,10,239,266
975,CP,200415,10,12,266,319
977,C,200415,,5,,129
977,CP,200415,,5,,129
978,C,200415,5,5,144,144
978,CP,200415,5,5,144,144
979,C,200415,12,44,40,147
979,CP,200415,12,44,40,147
980,C,200415,5,20,16,65
980,CP,200415,5,21,16,68
982,C,200415,5,5,182,182
982,CP,200415,5,5,182,182
986,C,200415,5,5,2577,2577
986,CP,200415,5,5,2577,2577
994,C,200415,5,5,219,219
994,CP,200415,5,8,219,350
995,C,200415,5,13,36,94
995,CP,200415,6,17,43,123
997,C,200415,9,16,94,167
997,CP,200415,9,16,94,167
998,C,200415,6,20,38,127
998,CP,200415,9,27,57,172
999,C,200415,14,50,55,197
999,CP,200415,14,54,55,213
1000,C,200415,,5,,106
1000,CP,200415,,5,,106
1001,C,200415,8,12,94,141
1001,CP,200415,8,12,94,141
1002,C,200415,5,16,39,125
1002,CP,200415,5,16,39,125
1003,C,200415,5,6,121,145
1003,CP,200415,5,6,121,145
1004,C,200415,28,66,92,217
1004,CP,200415,28,67,92,220
1005,C,200415,7,20,23,64
1005,CP,200415,7,20,23,64
1008,C,200415,5,5,381,381
1008,CP,200415,5,5,381,381
1009,C,200415,5,5,678,678
1009,CP,200415,5,5,678,678
1011,C,200415,,5,,619
1011,CP,200415,,5,,619
1019,C,200415,,5,,414
1019,CP,200415,,5,,414
1020,C,200415,,5,,338
1020,CP,200415,,5,,338
1021,C,200415,,5,,153
1021,CP,200415,,5,,153
1022,C,200415,5,8,81,129
1022,CP,200415,5,11,81,178
1023,C,200415,10,24,66,159
1023,CP,200415,13,28,86,186
1024,C,200415,,6,,120
1024,CP,200415,,6,,120
1025,C,200415,5,10,112,223
1025,CP,200415,5,10,112,223
1026,C,200415,12,60,63,317
1026,CP,200415,12,60,63,317
1027,C,200415,5,13,56,145
1027,CP,200415,5,13,56,145
1028,C,200415,5,11,110,242
1028,CP,200415,5,11,110,242
1030,C,200415,6,11,51,94
1030,CP,200415,6,11,51,94
1042,C,200415,,5,,127
1042,CP,200415,5,5,127,127
1044,C,200415,8,38,60,283
1044,CP,200415,9,41,67,305
1045,C,200415,13,77,29,174
1045,CP,200415,15,103,34,233
1046,C,200415,6,23,31,119
1046,CP,200415,6,30,31,156
1047,C,200415,5,19,35,132
1047,CP,200415,5,30,35,209
1048,C,200415,7,21,41,123
1048,CP,200415,9,23,53,134
1049,C,200415,6,24,44,177
1049,CP,200415,6,24,44,177
1050,C,200415,30,110,98,359
1050,CP,200415,30,111,98,363
1051,C,200415,5,9,75,135
1051,CP,200415,5,9,75,135
1052,C,200415,5,5,279,279
1052,CP,200415,5,5,279,279
1053,C,200415,,5,,269
1053,CP,200415,,5,,269
1054,C,200415,,5,,319
1054,CP,200415,,5,,319
1056,C,200415,,5,,382
1056,CP,200415,,5,,382
1064,C,200415,,5,,287
1064,CP,200415,,5,,287
1065,C,200415,5,5,148,148
1065,CP,200415,5,5,148,148
1066,C,200415,5,9,115,208
1066,CP,200415,5,10,115,231
1067,C,200415,19,118,29,178
1067,CP,200415,22,138,33,209
1068,C,200415,5,9,81,145
1068,CP,200415,5,10,81,161
1069,C,200415,6,26,25,109
1069,CP,200415,8,31,34,130
1070,C,200415,5,13,70,181
1070,CP,200415,5,16,70,223
1071,C,200415,14,29,83,171
1071,CP,200415,14,29,83,171
1072,C,200415,94,352,103,387
1072,CP,200415,94,353,103,388
1073,C,200415,33,50,154,233
1073,CP,200415,33,50,154,233
1074,C,200415,19,36,261,495
1074,CP,200415,19,36,261,495
1075,C,200415,5,5,189,189
1075,CP,200415,5,5,189,189
1077,C,200415,5,5,737,737
1077,CP,200415,5,5,737,737
1087,C,200415,5,5,154,154
1087,CP,200415,5,5,154,154
1088,C,200415,5,6,112,134
1088,CP,200415,5,6,112,134
1089,C,200415,18,50,207,574
1089,CP,200415,18,52,207,597
1090,C,200415,13,82,29,185
1090,CP,200415,14,99,32,223
1091,C,200415,10,48,38,182
1091,CP,200415,15,55,57,209
1092,C,200415,10,31,71,220
1092,CP,200415,11,34,78,242
1093,C,200415,20,46,117,270
1093,CP,200415,22,49,129,288
1094,C,200415,46,146,103,327
1094,CP,200415,46,146,103,327
1095,C,200415,27,91,60,204
1095,CP,200415,27,91,60,204
1096,C,200415,5,6,125,151
1096,CP,200415,5,6,125,151
1097,C,200415,5,7,138,193
1097,CP,200415,5,7,138,193
1100,CP,200415,5,5,898,898
1109,C,200415,6,12,29,58
1109,CP,200415,6,12,29,58
1110,C,200415,5,5,107,107
1110,CP,200415,5,5,107,107
1111,C,200415,5,8,75,119
1111,CP,200415,10,13,149,194
1112,C,200415,87,319,105,384
1112,CP,200415,104,383,125,461
1113,C,200415,5,16,106,340
1113,CP,200415,5,17,106,362
1114,C,200415,5,19,31,119
1114,CP,200415,5,19,31,119
1115,C,200415,10,17,53,90
1115,CP,200415,11,18,58,96
1116,C,200415,5,17,58,198
1116,CP,200415,5,17,58,198
1117,C,200415,23,75,62,202
1117,CP,200415,23,75,62,202
1118,C,200415,5,9,99,179
1118,CP,200415,5,9,99,179
1119,C,200415,,5,,115
1119,CP,200415,,5,,115
1120,C,200415,,5,,406
1120,CP,200415,,5,,406
1123,C,200415,5,5,126,126
1123,CP,200415,5,5,126,126
1127,C,200415,5,5,382,382
1127,CP,200415,5,5,382,382
1131,C,200415,,5,,77
1131,CP,200415,,5,,77
1132,C,200415,5,8,144,230
1132,CP,200415,5,8,144,230
1133,C,200415,11,45,95,391
1133,CP,200415,12,53,104,460
1134,C,200415,46,136,138,407
1134,CP,200415,50,146,150,437
1135,C,200415,36,102,135,382
1135,CP,200415,36,104,135,389
1136,C,200415,18,40,69,152
1136,CP,200415,23,47,88,179
1137,C,200415,6,18,60,180
1137,CP,200415,7,19,70,190
1138,C,200415,7,27,59,226
1138,CP,200415,7,27,59,226
1139,C,200415,11,29,84,223
1139,CP,200415,11,29,84,223
1140,C,200415,5,5,147,147
1140,CP,200415,5,5,147,147
1141,C,200415,,5,,166
1141,CP,200415,,5,,166
1145,C,200415,5,5,170,170
1145,CP,200415,5,5,170,170
1150,C,200415,5,5,45,45
1150,CP,200415,5,5,45,45
1152,C,200415,5,22,42,186
1152,CP,200415,5,22,42,186
1153,C,200415,5,7,89,125
1153,CP,200415,5,7,89,125
1154,C,200415,,5,,152
1154,CP,200415,,5,,152
1155,C,200415,51,210,164,677
1155,CP,200415,51,212,164,683
1156,C,200415,59,188,82,261
1156,CP,200415,60,195,83,270
1157,C,200415,61,234,102,392
1157,CP,200415,67,242,112,406
1158,C,200415,13,41,72,226
1158,CP,200415,15,43,83,237
1159,C,200415,11,22,126,253
1159,CP,200415,12,23,138,264
1160,C,200415,7,20,67,191
1160,CP,200415,7,20,67,191
1161,C,200415,5,5,106,106
1161,CP,200415,5,5,106,106
1162,C,200415,5,5,204,204
1162,CP,200415,5,5,204,204
1163,C,200415,5,7,85,120
1163,CP,200415,5,7,85,120
1174,C,200415,5,5,88,88
1174,CP,200415,5,5,88,88
1175,C,200415,5,11,87,192
1175,CP,200415,5,11,87,192
1176,C,200415,6,24,55,221
1176,CP,200415,6,27,55,248
1177,C,200415,120,416,130,450
1177,CP,200415,125,437,135,473
1178,C,200415,100,369,127,467
1178,CP,200415,105,375,133,475
1179,C,200415,60,201,104,348
1179,CP,200415,68,212,118,367
1180,C,200415,19,54,87,248
1180,CP,200415,26,61,120,281
1181,C,200415,,6,,144
1181,CP,200415,,6,,144
1182,C,200415,5,6,74,89
1182,CP,200415,5,6,74,89
1183,C,200415,5,5,145,145
1183,CP,200415,5,5,145,145
1185,C,200415,5,19,168,640
1185,CP,200415,5,19,168,640
1189,C,200415,5,5,91,91
1189,CP,200415,5,5,91,91
1194,C,200415,12,56,30,141
1194,CP,200415,12,56,30,141
1195,C,200415,6,26,75,326
1195,CP,200415,6,26,75,326
1196,C,200415,25,126,141,711
1196,CP,200415,25,129,141,728
1197,C,200415,183,559,168,513
1197,CP,200415,184,571,169,524
1198,C,200415,138,601,185,808
1198,CP,200415,159,623,214,837
1199,C,200415,65,208,97,309
1199,CP,200415,70,213,104,317
1200,C,200415,5,26,36,189
1200,CP,200415,8,29,58,211
1201,C,200415,6,9,93,140
1201,CP,200415,6,9,93,140
1202,C,200415,5,5,104,104
1202,CP,200415,5,6,104,124
1203,C,200415,5,5,206,206
1203,CP,200415,5,5,206,206
1204,C,200415,5,5,215,215
1204,CP,200415,5,5,215,215
1207,C,200415,5,5,212,212
1207,CP,200415,5,5,212,212
1208,C,200415,,5,,289
1208,CP,200415,,5,,289
1213,C,200415,8,33,56,233
1213,CP,200415,8,33,56,233
1214,C,200415,26,114,91,398
1214,CP,200415,26,118,91,412
1215,C,200415,168,708,121,509
1215,CP,200415,171,740,123,531
1216,C,200415,249,982,244,963
1216,CP,200415,257,997,252,978
1217,C,200415,111,394,164,582
1217,CP,200415,117,403,173,595
1218,C,200415,28,94,81,271
1218,CP,200415,29,95,84,274
1219,C,200415,5,5,116,116
1219,CP,200415,5,5,116,116
1220,C,200415,17,57,110,369
1220,CP,200415,17,58,110,376
1221,C,200415,,5,,125
1221,CP,200415,,5,,125
1222,C,200415,,5,,319
1222,CP,200415,,5,,319
1227,C,200415,5,5,351,351
1227,CP,200415,5,5,351,351
1228,C,200415,17,61,88,316
1228,CP,200415,17,63,88,326
1229,C,200415,140,512,148,543
1229,CP,200415,141,524,150,556
1230,C,200415,310,1369,195,860
1230,CP,200415,312,1379,196,867
1231,C,200415,135,694,143,735
1231,CP,200415,164,727,174,770
1232,C,200415,48,171,90,321
1232,CP,200415,51,175,96,328
1233,C,200415,8,30,49,184
1233,CP,200415,13,35,80,215
1234,C,200415,5,7,169,237
1234,CP,200415,5,7,169,237
1235,C,200415,,5,,201
1235,CP,200415,,5,,201
1236,C,200415,5,5,297,297
1236,CP,200415,5,5,297,297
1238,C,200415,,5,,146
1238,CP,200415,,5,,146
1240,C,200415,,5,,1229
1240,CP,200415,,5,,1229
1242,C,200415,77,270,122,427
1242,CP,200415,78,280,123,443
1243,C,200415,159,671,129,546
1243,CP,200415,159,680,129,553
1244,C,200415,480,2364,250,1233
1244,CP,200415,495,2385,258,1244
1245,C,200415,60,224,88,327
1245,CP,200415,67,231,98,337
1246,C,200415,6,30,36,178
1246,CP,200415,7,31,42,184
1247,C,200415,5,5,122,122
1247,CP,200415,5,5,122,122
1248,C,200415,5,5,122,122
1248,CP,200415,5,5,122,122
1249,C,200415,,5,,197
1249,CP,200415,,5,,197
1251,C,200415,,5,,387
1251,CP,200415,,5,,387
1254,C,200415,,5,,686
1254,CP,200415,,5,,686
1255,C,200415,5,5,239,239
1255,CP,200415,5,5,239,239
1256,C,200415,55,274,80,399
1256,CP,200415,56,281,82,409
1257,C,200415,327,1418,175,760
1257,CP,200415,328,1424,176,763
1258,C,200415,194,638,141,465
1258,CP,200415,227,676,165,493
1259,C,200415,68,187,95,260
1259,CP,200415,70,190,97,264
1260,C,200415,5,9,83,150
1260,CP,200415,5,9,83,150
1261,C,200415,5,11,69,152
1261,CP,200415,5,11,69,152
1263,C,200415,,5,,148
1263,CP,200415,,5,,148
1266,C,200415,,5,,296
1266,CP,200415,,5,,296
1270,C,200415,49,170,133,462
1270,CP,200415,49,170,133,462
1271,C,200415,262,998,167,637
1271,CP,200415,266,1005,170,641
1272,C,200415,132,437,122,404
1272,CP,200415,136,441,126,408
1273,C,200415,5,38,22,164
1273,CP,200415,5,38,22,164
1274,C,200415,5,10,81,162
1274,CP,200415,5,10,81,162
1275,C,200415,5,5,209,209
1275,CP,200415,5,5,209,209
1276,C,200415,5,5,200,200
1276,CP,200415,5,5,200,200
1279,C,200415,,5,,560
1279,CP,200415,,5,,560
1280,CP,200415,,5,,131
1281,C,200415,,5,,387
1281,CP,200415,,5,,387
1282,C,200415,271,1153,264,1122
1282,CP,200415,273,1169,266,1137
1283,C,200415,242,734,194,587
1283,CP,200415,242,737,194,590
1284,C,200415,69,239,91,316
1284,CP,200415,69,239,91,316
1285,C,200415,5,18,52,186
1285,CP,200415,5,18,52,186
1286,C,200415,5,8,138,220
1286,CP,200415,5,9,138,248
1287,C,200415,,5,,518
1287,CP,200415,,5,,518
1294,C,200415,366,1601,182,797
1294,CP,200415,366,1611,182,802
1295,C,200415,162,563,138,481
1295,CP,200415,162,564,138,481
1296,C,200415,6,17,95,269
1296,CP,200415,6,17,95,269
1297,C,200415,5,7,134,188
1297,CP,200415,5,8,134,215
1298,C,200415,5,5,235,235
1298,CP,200415,5,5,235,235
1303,C,200415,,5,,766
1303,CP,200415,,5,,766
1305,C,200415,28,109,114,444
1305,CP,200415,28,109,114,444
1306,C,200415,146,407,171,476
1306,CP,200415,146,408,171,477
1307,C,200415,60,205,116,396
1307,CP,200415,60,206,116,397
1308,C,200415,6,16,127,339
1308,CP,200415,6,16,127,339
1309,C,200415,5,5,190,190
1309,CP,200415,5,5,190,190
1310,C,200415,5,7,135,189
1310,CP,200415,5,7,135,189
1312,C,200415,,5,,130
1312,CP,200415,,5,,130
1317,C,200415,5,12,176,424
1317,CP,200415,5,13,176,459
1318,C,200415,48,152,152,483
1318,CP,200415,48,152,152,483
1319,C,200415,20,96,205,982
1319,CP,200415,20,96,205,982
1320,C,200415,5,5,122,122
1320,CP,200415,5,5,122,122
1321,C,200415,5,5,276,276
1321,CP,200415,5,5,276,276
1322,C,200415,5,5,345,345
1322,CP,200415,5,5,345,345
1323,C,200415,,5,,654
1323,CP,200415,,5,,654
1325,C,200415,5,5,544,544
1325,CP,200415,5,5,544,544
1328,C,200415,35,131,101,376
1328,CP,200415,35,131,101,376
1329,C,200415,5,17,54,183
1329,CP,200415,5,18,54,194
1330,C,200415,,5,,204
1330,CP,200415,5,5,204,204
1331,C,200415,,5,,387
1331,CP,200415,,5,,387
1338,C,200415,6,14,149,348
1338,CP,200415,6,14,149,348
1339,C,200415,5,5,179,179
1339,CP,200415,5,5,179,179
1340,C,200415,,5,,216
1340,CP,200415,,5,,216
1342,C,200415,,5,,382
1342,CP,200415,,5,,382
1345,C,200415,5,5,214,214
1345,CP,200415,5,6,214,257
1347,C,200415,5,17,71,240
1347,CP,200415,6,19,85,268
1348,C,200415,5,7,122,171
1348,CP,200415,5,10,122,245
1349,C,200415,5,5,95,95
1349,CP,200415,5,5,95,95
1350,C,200415,5,5,259,259
1350,CP,200415,5,5,259,259
1351,C,200415,,5,,99
1351,CP,200415,,5,,99
1352,C,200415,,5,,341
1352,CP,200415,,5,,341
1355,C,200415,5,9,82,148
1355,CP,200415,5,9,82,148
1356,C,200415,5,5,115,115
1356,CP,200415,5,5,115,115
1357,C,200415,5,9,76,137
1357,CP,200415,5,10,76,153
1358,C,200415,5,5,83,83
1358,CP,200415,5,6,83,99
1359,C,200415,,5,,161
1359,CP,200415,,5,,161
1360,C,200415,,5,,488
1360,CP,200415,,5,,488
1362,C,200415,5,6,87,104
1362,CP,200415,5,6,87,104
1363,C,200415,7,18,64,165
1363,CP,200415,8,19,73,174
1364,C,200415,12,53,28,121
1364,CP,200415,14,56,32,128
1365,CP,200415,,5,,143
1367,C,200415,5,8,106,170
1367,CP,200415,5,9,106,191
1368,C,200415,5,5,80,80
1368,CP,200415,5,5,80,80
1369,C,200415,11,24,94,205
1369,CP,200415,12,25,103,214
1370,C,200415,5,5,2551,2551
1370,CP,200415,5,5,2551,2551
1396,C,200415,,5,,71
1396,CP,200415,,5,,71
1546,C,200415,5,5,90,90
1546,CP,200415,5,5,90,90
1588,C,200415,,5,,38
1588,CP,200415,,5,,38
1589,C,200415,,5,,1416
1589,CP,200415,,5,,1416
1602,C,200415,,5,,3311
1602,CP,200415,,5,,3311
1667,C,200415,5,5,687,687
1667,CP,200415,5,5,687,687
1675,C,200415,5,5,59,59
1675,CP,200415,5,5,59,59
1689,C,200415,,5,,1597
1689,CP,200415,,5,,1597
1699,C,200415,,5,,86
1699,CP,200415,,5,,86
1708,C,200415,,5,,187
1708,CP,200415,,5,,187
1719,C,200415,7,21,28,83
1719,CP,200415,7,21,28,83
1726,C,200415,,5,,135
1726,CP,200415,,5,,135
1727,C,200415,,5,,102
1727,CP,200415,,5,,102
1731,C,200415,,5,,393
1731,CP,200415,,5,,393
1743,C,200415,,5,,71
1743,CP,200415,,5,,71
1750,C,200415,,5,,57
1750,CP,200415,,5,,57
1755,C,200415,5,5,64,64
1755,CP,200415,5,5,64,64
1756,C,200415,,5,,286
1756,CP,200415,,5,,286
1823,C,200415,5,5,200,200
1823,CP,200415,5,5,200,200
1828,C,200415,,5,,289
1828,CP,200415,,5,,289
1888,C,200415,,5,,162
1888,CP,200415,,5,,162
1893,C,200415,,5,,331
1893,CP,200415,,5,,331
1944,C,200415,,5,,258
1944,CP,200415,,5,,258
1964,C,200415,,5,,70
